,Structure,0
5828,SInAlSe+TeGaAlS-1,-0.21724565
5829,SInAlSe+TeGaAlS-2,-0.17991109
5830,SInAlSe+TeGaAlS-3,-0.20689697
5831,SInAlSe+TeGaAlSe,-0.17619453
5832,SInAlSe+TeGaAlSe-1,-0.19238638
5833,SInAlSe+TeGaAlSe-2,-0.16691433
5834,SInAlSe+TeGaAlSe-3,-0.1808692
5835,SInAlSe+TeInAlS,-0.17722933
5836,SInAlSe+TeInAlS-1,-0.19985134
5837,SInAlSe+TeInAlS-2,-0.15545524
5838,SInAlSe+TeInAlS-3,-0.18487286
5839,SInAlSe+TeInAlSe,-0.12084373
5840,SInAlSe+TeInAlSe-1,-0.13032162
5841,SInAlSe+TeInAlSe-2,-0.10142881
5842,SInAlSe+TeInAlSe-3,-0.11630662
5843,SInAlSe+TeInGaS,-0.15705864
5844,SInAlSe+TeInGaS-1,-0.18033801
5845,SInAlSe+TeInGaS-2,-0.14937596
5846,SInAlSe+TeInGaS-3,-0.16733739
5847,SInAlSe+TeInGaSe,-0.10288132
5848,SInAlSe+TeInGaSe-1,-0.10969795
5849,SInAlSe+TeInGaSe-2,-0.09025294
5850,SInAlSe+TeInGaSe-3,-0.09736644
5851,SInAlTe+SInAlTe,-0.21484434
5852,SInAlTe+SInAlTe-1,-0.21539422
5853,SInAlTe+SInAlTe-2,-0.216216
5854,SInAlTe+SInGaSe,-0.16650533
5855,SInAlTe+SInGaSe-1,-0.16016598
5856,SInAlTe+SInGaSe-2,-0.16843135
5857,SInAlTe+SInGaSe-3,-0.16852933
5858,SInAlTe+SInGaTe,-0.2291219
5859,SInAlTe+SInGaTe-1,-0.21958101
5860,SInAlTe+SInGaTe-2,-0.2251791
5861,SInAlTe+SInGaTe-3,-0.21756458
5862,SInAlTe+TeGaAlS,-0.13370075
5863,SInAlTe+TeGaAlS-1,-0.16603297
5864,SInAlTe+TeGaAlS-2,-0.13573526
5865,SInAlTe+TeGaAlS-3,-0.16649289
5866,SInAlTe+TeGaAlSe,-0.19803666
5867,SInAlTe+TeGaAlSe-1,-0.21483045
5868,SInAlTe+TeGaAlSe-2,-0.19501669
5869,SInAlTe+TeGaAlSe-3,-0.21182626
5870,SInAlTe+TeInAlS,-0.18699622
5871,SInAlTe+TeInAlS-1,-0.21982659
5872,SInAlTe+TeInAlS-2,-0.18565747
5873,SInAlTe+TeInAlS-3,-0.22319462
5874,SInAlTe+TeInAlSe,-0.20998634
5875,SInAlTe+TeInAlSe-1,-0.22655196
5876,SInAlTe+TeInAlSe-2,-0.20370772
5877,SInAlTe+TeInAlSe-3,-0.22542537
5878,SInAlTe+TeInGaS,-0.21128514
5879,SInAlTe+TeInGaS-1,-0.22891717
5880,SInAlTe+TeInGaS-2,-0.20869655
5881,SInAlTe+TeInGaS-3,-0.23610966
5882,SInAlTe+TeInGaSe,-0.22123603
5883,SInAlTe+TeInGaSe-1,-0.22308283
5884,SInAlTe+TeInGaSe-2,-0.21363379
5885,SInAlTe+TeInGaSe-3,-0.22503481
5886,SInGaSe+SInGaSe,-0.21418558
5887,SInGaSe+SInGaSe-1,-0.21655682
5888,SInGaSe+SInGaSe-2,-0.20769846
5889,SInGaSe+SInGaTe,-0.17002988
5890,SInGaSe+SInGaTe-1,-0.15639857
5891,SInGaSe+SInGaTe-2,-0.16902838
5892,SInGaSe+SInGaTe-3,-0.15686133
5893,SInGaSe+TeGaAlS,-0.18959719
5894,SInGaSe+TeGaAlS-1,-0.22152972
5895,SInGaSe+TeGaAlS-2,-0.19118611
5896,SInGaSe+TeGaAlS-3,-0.22240591
5897,SInGaSe+TeGaAlSe,-0.19045691
5898,SInGaSe+TeGaAlSe-1,-0.2063302
5899,SInGaSe+TeGaAlSe-2,-0.18965684
5900,SInGaSe+TeGaAlSe-3,-0.20616506
5901,SInGaSe+TeInAlS,-0.18605138
5902,SInGaSe+TeInAlS-1,-0.21433922
5903,SInGaSe+TeInAlS-2,-0.18034206
5904,SInGaSe+TeInAlS-3,-0.21244449
5905,SInGaSe+TeInAlSe,-0.14532235
5906,SInGaSe+TeInAlSe-1,-0.15583887
5907,SInGaSe+TeInAlSe-2,-0.1379417
5908,SInGaSe+TeInAlSe-3,-0.15413477
5909,SInGaSe+TeInGaS,-0.1751093
5910,SInGaSe+TeInGaS-1,-0.20004506
5911,SInGaSe+TeInGaS-2,-0.17444518
5912,SInGaSe+TeInGaS-3,-0.19943896
5913,SInGaSe+TeInGaSe,-0.13124396
5914,SInGaSe+TeInGaSe-1,-0.13870851
5915,SInGaSe+TeInGaSe-2,-0.12842476
5916,SInGaSe+TeInGaSe-3,-0.13750082
5917,SInGaTe+SInGaTe,-0.2303677
5918,SInGaTe+SInGaTe-1,-0.23830373
5919,SInGaTe+SInGaTe-2,-0.22362344
5920,SInGaTe+TeGaAlS,-0.1291945
5921,SInGaTe+TeGaAlS-1,-0.15969054
5922,SInGaTe+TeGaAlS-2,-0.13513567
5923,SInGaTe+TeGaAlS-3,-0.16920627
5924,SInGaTe+TeGaAlSe,-0.19783702
5925,SInGaTe+TeGaAlSe-1,-0.21345838
5926,SInGaTe+TeGaAlSe-2,-0.20118105
5927,SInGaTe+TeGaAlSe-3,-0.21995057
5928,SInGaTe+TeInAlS,-0.18742761
5929,SInGaTe+TeInAlS-1,-0.21948735
5930,SInGaTe+TeInAlS-2,-0.1919206
5931,SInGaTe+TeInAlS-3,-0.23246791
5932,SInGaTe+TeInAlSe,-0.21647893
5933,SInGaTe+TeInAlSe-1,-0.23056281
5934,SInGaTe+TeInAlSe-2,-0.21628121
5935,SInGaTe+TeInAlSe-3,-0.24103491
5936,SInGaTe+TeInGaS,-0.21387877
5937,SInGaTe+TeInGaS-1,-0.23163066
5938,SInGaTe+TeInGaS-2,-0.218597
5939,SInGaTe+TeInGaS-3,-0.24757937
5940,SInGaTe+TeInGaSe,-0.22742466
5941,SInGaTe+TeInGaSe-1,-0.23032046
5942,SInGaTe+TeInGaSe-2,-0.22916688
5943,SInGaTe+TeInGaSe-3,-0.24154287
5944,TeGaAlSe+TeGaAlSe,-0.21193623
5945,TeGaAlSe+TeGaAlSe-1,-0.19696088
5946,TeGaAlSe+TeGaAlSe-2,-0.23032528
5947,TeGaAlSe+TeInAlS,-0.19973947
5948,TeGaAlSe+TeInAlS-1,-0.23965827
5949,TeGaAlSe+TeInAlS-2,-0.18622907
5950,TeGaAlSe+TeInAlS-3,-0.21715899
5951,TeGaAlSe+TeInAlSe,-0.19255438
5952,TeGaAlSe+TeInAlSe-1,-0.21652552
5953,TeGaAlSe+TeInAlSe-2,-0.17863414
5954,TeGaAlSe+TeInAlSe-3,-0.19429194
5955,TeGaAlSe+TeInGaS,-0.21383724
5956,TeGaAlSe+TeInGaS-1,-0.23982521
5957,TeGaAlSe+TeInGaS-2,-0.19794928
5958,TeGaAlSe+TeInGaS-3,-0.21662382
5959,TeGaAlSe+TeInGaSe,-0.19653848
5960,TeGaAlSe+TeInGaSe-1,-0.2071012
5961,TeGaAlSe+TeInGaSe-2,-0.18083748
5962,TeGaAlSe+TeInGaSe-3,-0.18584338
5963,TeGaAlS+TeGaAlS,-0.19840465
5964,TeGaAlS+TeGaAlS-1,-0.17564722
5965,TeGaAlS+TeGaAlS-2,-0.23175177
5966,TeGaAlS+TeGaAlSe,-0.19300645
5967,TeGaAlS+TeGaAlSe-1,-0.21153156
5968,TeGaAlS+TeGaAlSe-2,-0.16932092
5969,TeGaAlS+TeGaAlSe-3,-0.17988854
5970,TeGaAlS+TeInAlS,-0.18269484
5971,TeGaAlS+TeInAlS-1,-0.22021289
5972,TeGaAlS+TeInAlS-2,-0.15957663
5973,TeGaAlS+TeInAlS-3,-0.18200618
5974,TeGaAlS+TeInAlSe,-0.13357002
5975,TeGaAlS+TeInAlSe-1,-0.15806663
5976,TeGaAlS+TeInAlSe-2,-0.1131272
5977,TeGaAlS+TeInAlSe-3,-0.1223328
5978,TeGaAlS+TeInGaS,-0.17951445
5979,TeGaAlS+TeInGaS-1,-0.20460555
5980,TeGaAlS+TeInGaS-2,-0.15540027
5981,TeGaAlS+TeInGaS-3,-0.16691477
5982,TeGaAlS+TeInGaSe,-0.12783758
5983,TeGaAlS+TeInGaSe-1,-0.1397092
5984,TeGaAlS+TeInGaSe-2,-0.1049958
5985,TeGaAlS+TeInGaSe-3,-0.10388821
5986,TeInAlSe+TeInAlSe,-0.22355974
5987,TeInAlSe+TeInAlSe-1,-0.20484707
5988,TeInAlSe+TeInAlSe-2,-0.25176371
5989,TeInAlSe+TeInGaS,-0.2220208
5990,TeInAlSe+TeInGaS-1,-0.25278166
5991,TeInAlSe+TeInGaS-2,-0.20908756
5992,TeInAlSe+TeInGaS-3,-0.22151457
5993,TeInAlSe+TeInGaSe,-0.24016699
5994,TeInAlSe+TeInGaSe-1,-0.25430813
5995,TeInAlSe+TeInGaSe-2,-0.21992754
5996,TeInAlSe+TeInGaSe-3,-0.22445223
5997,TeInAlS+TeInAlS,-0.21264057
5998,TeInAlS+TeInAlS-1,-0.1855306
5999,TeInAlS+TeInAlS-2,-0.2568913
6000,TeInAlS+TeInAlSe,-0.20731941
6001,TeInAlS+TeInAlSe-1,-0.23596434
6002,TeInAlS+TeInAlSe-2,-0.18285884
6003,TeInAlS+TeInAlSe-3,-0.19056193
6004,TeInAlS+TeInGaS,-0.22804869
6005,TeInAlS+TeInGaS-1,-0.25806476
6006,TeInAlS+TeInGaS-2,-0.21603873
6007,TeInAlS+TeInGaS-3,-0.21357679
6008,TeInAlS+TeInGaSe,-0.21391496
6009,TeInAlS+TeInGaSe-1,-0.2288613
6010,TeInAlS+TeInGaSe-2,-0.19030466
6011,TeInAlS+TeInGaSe-3,-0.1844375
6012,TeInGaSe+TeInGaSe,-0.24551333
6013,TeInGaSe+TeInGaSe-1,-0.23243223
6014,TeInGaSe+TeInGaSe-2,-0.25970734
6015,TeInGaS+TeInGaS,-0.23419304
6016,TeInGaS+TeInGaS-1,-0.20810294
6017,TeInGaS+TeInGaS-2,-0.26676326
6018,TeInGaS+TeInGaSe,-0.23550663
6019,TeInGaS+TeInGaSe-1,-0.25090294
6020,TeInGaS+TeInGaSe-2,-0.21134188
6021,TeInGaS+TeInGaSe-3,-0.21189025
6022,AlS+Al2SeTe,0.16396805
6023,AlS+Al2SeTe-1,0.15366293
6024,AlS+Al2SSe,-0.13710622
6025,AlS+Al2SSe-1,-0.15014456
6026,AlS+Al2STe,0.02549766
6027,AlS+Al2STe-1,0.00208171
6028,AlS+AlS,-0.16399184
6029,AlS+AlSe,-0.07230429
6030,AlS+AlTe,0.49754576
6031,AlS+Ga2SeTe,0.21040003
6032,AlS+Ga2SeTe-1,0.204492
6033,AlS+Ga2SSe,-0.11338023
6034,AlS+Ga2SSe-1,-0.12342889
6035,AlS+Ga2STe,0.0756579
6036,AlS+Ga2STe-1,0.05889603
6037,AlS+GaAlS2,-0.16217911
6038,AlS+GaAlS2-1,-0.16744801
6039,AlS+GaAlSe2,-0.05199977
6040,AlS+GaAlSe2-1,-0.05682038
6041,AlS+GaAlTe2,0.51165359
6042,AlS+GaAlTe2-1,0.50938559
6043,AlS+GaS,-0.16317035
6044,AlS+GaSe,-0.03433242
6045,AlS+GaTe,0.53062596
6046,AlS+In2SeTe,0.71183534
6047,AlS+In2SeTe-1,0.71050673
6048,AlS+In2SSe,0.23712299
6049,AlS+In2SSe-1,0.2299164
6050,AlS+In2STe,0.54253783
6051,AlS+In2STe-1,0.53328542
6052,AlS+InAlS2,-0.0951136
6053,AlS+InAlS2-1,-0.10476495
6054,AlS+InAlSe2,0.10389148
6055,AlS+InAlSe2-1,0.0962537
6056,AlS+InAlTe2,0.75735952
6057,AlS+InAlTe2-1,0.75838967
6058,AlS+InGaS2,-0.07707419
6059,AlS+InGaS2-1,-0.07983857
6060,AlS+InGaSe2,0.13225277
6061,AlS+InGaSe2-1,0.1307119
6062,AlS+InGaTe2,0.78118429
6063,AlS+InGaTe2-1,0.78252971
6064,AlS+InS,0.1097557
6065,AlS+InSe,0.37552107
6066,AlS+InTe,1.09901715
6067,AlS+SeGaAlS,-0.1255915
6068,AlS+SeGaAlS-1,-0.14225028
6069,AlS+SeGaAlTe,0.18624492
6070,AlS+SeGaAlTe-1,0.19034185
6071,AlS+SeInAlS,-0.02499396
6072,AlS+SeInAlS-1,-0.04505048
6073,AlS+SeInAlTe,0.4307294
6074,AlS+SeInAlTe-1,0.43169706
6075,AlS+SeInGaS,0.00300346
6076,AlS+SeInGaS-1,-0.00889829
6077,AlS+SeInGaTe,0.45122705
6078,AlS+SeInGaTe-1,0.45488673
6079,AlS+SGaAlSe,-0.13381324
6080,AlS+SGaAlSe-1,-0.12737258
6081,AlS+SGaAlTe,0.04175038
6082,AlS+SGaAlTe-1,0.05680437
6083,AlS+SInAlSe,0.00199589
6084,AlS+SInAlSe-1,0.00470609
6085,AlS+SInAlTe,0.28378736
6086,AlS+SInAlTe-1,0.29440867
6087,AlS+SInGaSe,0.02574872
6088,AlS+SInGaSe-1,0.03223409
6089,AlS+SInGaTe,0.30634338
6090,AlS+SInGaTe-1,0.31745895
6091,AlS+TeGaAlS,0.03691908
6092,AlS+TeGaAlS-1,0.01545555
6093,AlS+TeGaAlSe,0.17920582
6094,AlS+TeGaAlSe-1,0.16737846
6095,AlS+TeInAlS,0.1385118
6096,AlS+TeInAlS-1,0.12225806
6097,AlS+TeInAlSe,0.34441611
6098,AlS+TeInAlSe-1,0.34242379
6099,AlS+TeInGaS,0.21877896
6100,AlS+TeInGaS-1,0.20366468
6101,AlS+TeInGaSe,0.39620653
6102,AlS+TeInGaSe-1,0.39227256
6103,AlSe+Al2SeTe,-0.12262559
6104,AlSe+Al2SeTe-1,-0.13288487
6105,AlSe+Al2SSe,-0.15034164
6106,AlSe+Al2SSe-1,-0.16441291
6107,AlSe+Al2STe,-0.1646153
6108,AlSe+Al2STe-1,-0.18976128
6109,AlSe+AlSe,-0.189616
6110,AlSe+AlTe,0.05268992
6111,AlSe+Ga2SeTe,-0.10868678
6112,AlSe+Ga2SeTe-1,-0.11505084
6113,AlSe+Ga2SSe,-0.18191238
6114,AlSe+Ga2SSe-1,-0.19311974
6115,AlSe+Ga2STe,-0.15841667
6116,AlSe+Ga2STe-1,-0.17692703
6117,AlSe+GaAlS2,-0.10006848
6118,AlSe+GaAlS2-1,-0.1082441
6119,AlSe+GaAlSe2,-0.18969507
6120,AlSe+GaAlSe2-1,-0.19646639
6121,AlSe+GaAlTe2,0.05923107
6122,AlSe+GaAlTe2-1,0.05504666
6123,AlSe+GaS,-0.13533489
6124,AlSe+GaSe,-0.19596782
6125,AlSe+GaTe,0.0665238
6126,AlSe+In2SeTe,0.19016799
6127,AlSe+In2SeTe-1,0.18947514
6128,AlSe+In2SSe,-0.09279576
6129,AlSe+In2SSe-1,-0.10005004
6130,AlSe+In2STe,0.08343798
6131,AlSe+In2STe-1,0.07558321
6132,AlSe+InAlS2,-0.17322439
6133,AlSe+InAlS2-1,-0.18579061
6134,AlSe+InAlSe2,-0.14787725
6135,AlSe+InAlSe2-1,-0.15985895
6136,AlSe+InAlTe2,0.22458805
6137,AlSe+InAlTe2-1,0.21810425
6138,AlSe+InGaS2,-0.19023534
6139,AlSe+InGaS2-1,-0.19716695
6140,AlSe+InGaSe2,-0.14310448
6141,AlSe+InGaSe2-1,-0.14730902
6142,AlSe+InGaTe2,0.23415294
6143,AlSe+InGaTe2-1,0.23341074
6144,AlSe+InS,-0.15147031
6145,AlSe+InSe,-0.02056598
6146,AlSe+InTe,0.45956964
6147,AlSe+SeGaAlS,-0.16132493
6148,AlSe+SeGaAlS-1,-0.18123684
6149,AlSe+SeGaAlTe,-0.11932767
6150,AlSe+SeGaAlTe-1,-0.11652136
6151,AlSe+SeInAlS,-0.17572927
6152,AlSe+SeInAlS-1,-0.20098898
6153,AlSe+SeInAlTe,0.01515678
6154,AlSe+SeInAlTe-1,0.01007468
6155,AlSe+SeInGaS,-0.18068846
6156,AlSe+SeInGaS-1,-0.19628446
6157,AlSe+SeInGaTe,0.02226994
6158,AlSe+SeInGaTe-1,0.02335164
6159,AlSe+SGaAlSe,-0.17699678
6160,AlSe+SGaAlSe-1,-0.17197393
6161,AlSe+SGaAlTe,-0.17821412
6162,AlSe+SGaAlTe-1,-0.16256519
6163,AlSe+SInAlSe,-0.17891828
6164,AlSe+SInAlSe-1,-0.18382233
6165,AlSe+SInAlTe,-0.0679058
6166,AlSe+SInAlTe-1,-0.06198836
6167,AlSe+SInGaSe,-0.18258709
6168,AlSe+SInGaSe-1,-0.17852365
6169,AlSe+SInGaTe,-0.06031158
6170,AlSe+SInGaTe-1,-0.05269362
6171,AlSe+TeGaAlS,-0.16275245
6172,AlSe+TeGaAlS-1,-0.18902683
6173,AlSe+TeGaAlSe,-0.11791491
6174,AlSe+TeGaAlSe-1,-0.13162275
6175,AlSe+TeInAlS,-0.11478984
6176,AlSe+TeInAlS-1,-0.14100108
6177,AlSe+TeInAlSe,-0.02218625
6178,AlSe+TeInAlSe-1,-0.03868662
6179,AlSe+TeInGaS,-0.09105709
6180,AlSe+TeInGaS-1,-0.11002579
6181,AlSe+TeInGaSe,-0.00342672
6182,AlSe+TeInGaSe-1,-0.00963478
6183,AlTe+Al2SeTe,-0.14390478
6184,AlTe+Al2SeTe-1,-0.15498952
6185,AlTe+Al2SSe,0.25375352
6186,AlTe+Al2SSe-1,0.23933236
6187,AlTe+Al2STe,-0.03955872
6188,AlTe+Al2STe-1,-0.06605411
6189,AlTe+AlTe,-0.21315238
6190,AlTe+Ga2SeTe,-0.1801346
6191,AlTe+Ga2SeTe-1,-0.18734477
6192,AlTe+Ga2SSe,0.13238388
6193,AlTe+Ga2SSe-1,0.1185216
6194,AlTe+Ga2STe,-0.10662515
6195,AlTe+Ga2STe-1,-0.12769953
6196,AlTe+GaAlS2,0.4241679
6197,AlTe+GaAlS2-1,0.41065154
6198,AlTe+GaAlSe2,0.02392425
6199,AlTe+GaAlSe2-1,0.0122359
6200,AlTe+GaAlTe2,-0.21525271
6201,AlTe+GaAlTe2-1,-0.22179573
6202,AlTe+GaS,0.32961429
6203,AlTe+GaSe,-0.02310965
6204,AlTe+GaTe,-0.22449173
6205,AlTe+In2SeTe,-0.21326676
6206,AlTe+In2SeTe-1,-0.21085788
6207,AlTe+In2SSe,-0.19864722
6208,AlTe+In2SSe-1,-0.20591807
6209,AlTe+In2STe,-0.22560422
6210,AlTe+In2STe-1,-0.23075723
6211,AlTe+InAlS2,0.11932553
6212,AlTe+InAlS2-1,0.09052918
6213,AlTe+InAlSe2,-0.12102756
6214,AlTe+InAlSe2-1,-0.14306401
6215,AlTe+InAlTe2,-0.1913456
6216,AlTe+InAlTe2-1,-0.20278691
6217,AlTe+InGaS2,0.04271719
6218,AlTe+InGaS2-1,0.02739525
6219,AlTe+InGaSe2,-0.15730139
6220,AlTe+InGaSe2-1,-0.16691752
6221,AlTe+InGaTe2,-0.1976912
6222,AlTe+InGaTe2-1,-0.20151066
6223,AlTe+InS,-0.15078328
6224,AlTe+InSe,-0.22882171
6225,AlTe+InTe,-0.12313018
6226,AlTe+SeGaAlS,0.21000559
6227,AlTe+SeGaAlS-1,0.18372045
6228,AlTe+SeGaAlTe,-0.16987799
6229,AlTe+SeGaAlTe-1,-0.17043948
6230,AlTe+SeInAlS,0.0034868
6231,AlTe+SeInAlS-1,-0.03420939
6232,AlTe+SeInAlTe,-0.21236018
6233,AlTe+SeInAlTe-1,-0.22487524
6234,AlTe+SeInGaS,-0.06135498
6235,AlTe+SeInGaS-1,-0.08554951
6236,AlTe+SeInGaTe,-0.22479661
6237,AlTe+SeInGaTe-1,-0.22905357
6238,AlTe+SGaAlSe,0.17894974
6239,AlTe+SGaAlSe-1,0.18024791
6240,AlTe+SGaAlTe,-0.10318865
6241,AlTe+SGaAlTe-1,-0.09004995
6242,AlTe+SInAlSe,-0.04454907
6243,AlTe+SInAlSe-1,-0.059254
6244,AlTe+SInAlTe,-0.19536533
6245,AlTe+SInAlTe-1,-0.20026403
6246,AlTe+SInGaSe,-0.09031716
6247,AlTe+SInGaSe-1,-0.09196784
6248,AlTe+SInGaTe,-0.21143758
6249,AlTe+SInGaTe-1,-0.20861733
6250,AlTe+TeGaAlS,-0.05289983
6251,AlTe+TeGaAlS-1,-0.08541669
6252,AlTe+TeGaAlSe,-0.15073971
6253,AlTe+TeGaAlSe-1,-0.16790207
6254,AlTe+TeInAlS,-0.14647584
6255,AlTe+TeInAlS-1,-0.18556239
6256,AlTe+TeInAlSe,-0.20036372
6257,AlTe+TeInAlSe-1,-0.22354854
6258,AlTe+TeInGaS,-0.18770207
6259,AlTe+TeInGaS-1,-0.21493742
6260,AlTe+TeInGaSe,-0.22100347
6261,AlTe+TeInGaSe-1,-0.23238431
6262,Ga2SeTe+Ga2SeTe,-0.22779661
6263,Ga2SeTe+Ga2SeTe-1,-0.21902653
6264,Ga2SeTe+Ga2SeTe-2,-0.23573167
6265,Ga2SeTe+Ga2SSe,-0.06447082
6266,Ga2SeTe+Ga2SSe-1,-0.07782051
6267,Ga2SeTe+Ga2SSe-2,-0.05332623
6268,Ga2SeTe+Ga2SSe-3,-0.06619385
6269,Ga2SeTe+Ga2STe,-0.20001312
6270,Ga2SeTe+Ga2STe-1,-0.22136455
6271,Ga2SeTe+Ga2STe-2,-0.18995122
6272,Ga2SeTe+Ga2STe-3,-0.20907437
6273,Ga2SeTe+GaAlS2,0.14604915
6274,Ga2SeTe+GaAlS2-1,0.13406384
6275,Ga2SeTe+GaAlS2-2,0.15681515
6276,Ga2SeTe+GaAlS2-3,0.14545279
6277,Ga2SeTe+GaAlSe2,-0.13412835
6278,Ga2SeTe+GaAlSe2-1,-0.14529445
6279,Ga2SeTe+GaAlSe2-2,-0.12544428
6280,Ga2SeTe+GaAlSe2-3,-0.13477862
6281,Ga2SeTe+GaAlTe2,-0.1871635
6282,Ga2SeTe+GaAlTe2-1,-0.19405146
6283,Ga2SeTe+GaAlTe2-2,-0.17876222
6284,Ga2SeTe+GaAlTe2-3,-0.18459264
6285,Ga2SeTe+In2SeTe,-0.1338568
6286,Ga2SeTe+In2SeTe-1,-0.13451681
6287,Ga2SeTe+In2SeTe-2,-0.12416678
6288,Ga2SeTe+In2SeTe-3,-0.1217798
6289,Ga2SeTe+In2SSe,-0.23052163
6290,Ga2SeTe+In2SSe-1,-0.23885572
6291,Ga2SeTe+In2SSe-2,-0.21961728
6292,Ga2SeTe+In2SSe-3,-0.2268434
6293,Ga2SeTe+In2STe,-0.1796936
6294,Ga2SeTe+In2STe-1,-0.18808708
6295,Ga2SeTe+In2STe-2,-0.16965165
6296,Ga2SeTe+In2STe-3,-0.1754473
6297,Ga2SeTe+InAlS2,-0.066705
6298,Ga2SeTe+InAlS2-1,-0.09259069
6299,Ga2SeTe+InAlS2-2,-0.05735653
6300,Ga2SeTe+InAlS2-3,-0.07991777
6301,Ga2SeTe+InAlSe2,-0.20401379
6302,Ga2SeTe+InAlSe2-1,-0.22468257
6303,Ga2SeTe+InAlSe2-2,-0.19644127
6304,Ga2SeTe+InAlSe2-3,-0.21262882
6305,Ga2SeTe+InAlTe2,-0.10934943
6306,Ga2SeTe+InAlTe2-1,-0.12148156
6307,Ga2SeTe+InAlTe2-2,-0.10098515
6308,Ga2SeTe+InAlTe2-3,-0.10957198
6309,Ga2SeTe+InGaS2,-0.12105737
6310,Ga2SeTe+InGaS2-1,-0.13375633
6311,Ga2SeTe+InGaS2-2,-0.10940047
6312,Ga2SeTe+InGaS2-3,-0.11979485
6313,Ga2SeTe+InGaSe2,-0.22584905
6314,Ga2SeTe+InGaSe2-1,-0.23379044
6315,Ga2SeTe+InGaSe2-2,-0.21584318
6316,Ga2SeTe+InGaSe2-3,-0.22185742
6317,Ga2SeTe+InGaTe2,-0.11193603
6318,Ga2SeTe+InGaTe2-1,-0.11497388
6319,Ga2SeTe+InGaTe2-2,-0.10302508
6320,Ga2SeTe+InGaTe2-3,-0.10281187
6321,Ga2SeTe+SeGaAlS,-0.00873739
6322,Ga2SeTe+SeGaAlS-1,-0.03443412
6323,Ga2SeTe+SeGaAlS-2,0.00035108
6324,Ga2SeTe+SeGaAlS-3,-0.02287057
6325,Ga2SeTe+SeGaAlTe,-0.2257468
6326,Ga2SeTe+SeGaAlTe-1,-0.224969
6327,Ga2SeTe+SeGaAlTe-2,-0.21623215
6328,Ga2SeTe+SeGaAlTe-3,-0.21570791
6329,Ga2SeTe+SeInAlS,-0.13817294
6330,Ga2SeTe+SeInAlS-1,-0.17308673
6331,Ga2SeTe+SeInAlS-2,-0.12864832
6332,Ga2SeTe+SeInAlS-3,-0.16026137
6333,Ga2SeTe+SeInAlTe,-0.20057215
6334,Ga2SeTe+SeInAlTe-1,-0.20856546
6335,Ga2SeTe+SeInAlTe-2,-0.19242179
6336,Ga2SeTe+SeInAlTe-3,-0.19965768
6337,Ga2SeTe+SeInGaS,-0.17969741
6338,Ga2SeTe+SeInGaS-1,-0.20171993
6339,Ga2SeTe+SeInGaS-2,-0.16884362
6340,Ga2SeTe+SeInGaS-3,-0.18822753
6341,Ga2SeTe+SeInGaTe,-0.20637307
6342,Ga2SeTe+SeInGaTe-1,-0.20794014
6343,Ga2SeTe+SeInGaTe-2,-0.19625795
6344,Ga2SeTe+SeInGaTe-3,-0.19748226
6345,Ga2SeTe+SGaAlSe,-0.0339899
6346,Ga2SeTe+SGaAlSe-1,-0.03126749
6347,Ga2SeTe+SGaAlSe-2,-0.0243257
6348,Ga2SeTe+SGaAlSe-3,-0.02081526
6349,Ga2SeTe+SGaAlTe,-0.20593816
6350,Ga2SeTe+SGaAlTe-1,-0.19087382
6351,Ga2SeTe+SGaAlTe-2,-0.19565348
6352,Ga2SeTe+SGaAlTe-3,-0.18140308
6353,Ga2SeTe+SInAlSe,-0.17077494
6354,Ga2SeTe+SInAlSe-1,-0.18258612
6355,Ga2SeTe+SInAlSe-2,-0.16263538
6356,Ga2SeTe+SInAlSe-3,-0.1698332
6357,Ga2SeTe+SInAlTe,-0.21971446
6358,Ga2SeTe+SInAlTe-1,-0.22218009
6359,Ga2SeTe+SInAlTe-2,-0.21036771
6360,Ga2SeTe+SInAlTe-3,-0.21154763
6361,Ga2SeTe+SInGaSe,-0.20042085
6362,Ga2SeTe+SInGaSe-1,-0.1997907
6363,Ga2SeTe+SInGaSe-2,-0.19045158
6364,Ga2SeTe+SInGaSe-3,-0.18757483
6365,Ga2SeTe+SInGaTe,-0.22979301
6366,Ga2SeTe+SInGaTe-1,-0.22236442
6367,Ga2SeTe+SInGaTe-2,-0.21848002
6368,Ga2SeTe+SInGaTe-3,-0.21239979
6369,Ga2SeTe+TeGaAlS,-0.16865371
6370,Ga2SeTe+TeGaAlS-1,-0.20183431
6371,Ga2SeTe+TeGaAlS-2,-0.16035774
6372,Ga2SeTe+TeGaAlS-3,-0.19087426
6373,Ga2SeTe+TeGaAlSe,-0.21246204
6374,Ga2SeTe+TeGaAlSe-1,-0.23121486
6375,Ga2SeTe+TeGaAlSe-2,-0.20474983
6376,Ga2SeTe+TeGaAlSe-3,-0.22080659
6377,Ga2SeTe+TeInAlS,-0.20148446
6378,Ga2SeTe+TeInAlS-1,-0.24100262
6379,Ga2SeTe+TeInAlS-2,-0.19357383
6380,Ga2SeTe+TeInAlS-3,-0.22826606
6381,Ga2SeTe+TeInAlSe,-0.20385949
6382,Ga2SeTe+TeInAlSe-1,-0.22697786
6383,Ga2SeTe+TeInAlSe-2,-0.19606894
6384,Ga2SeTe+TeInAlSe-3,-0.21545759
6385,Ga2SeTe+TeInGaS,-0.21895953
6386,Ga2SeTe+TeInGaS-1,-0.24588605
6387,Ga2SeTe+TeInGaS-2,-0.20969806
