,Structure,0
11926,SeGaAlS+TeInGaS,-0.00123403
11927,SeGaAlS+TeInGaS-1,-0.03656316
11928,SeGaAlS+TeInGaS-2,0.01516371
11929,SeGaAlS+TeInGaS-3,-0.00571277
11930,SeGaAlS+TeInGaSe,0.11566497
11931,SeGaAlS+TeInGaSe-1,0.10241566
11932,SeGaAlS+TeInGaSe-2,0.13607642
11933,SeGaAlS+TeInGaSe-3,0.12595459
11934,SeGaAlTe+SeGaAlTe,-0.21233819
11935,SeGaAlTe+SeGaAlTe-1,-0.21691677
11936,SeGaAlTe+SeGaAlTe-2,-0.20126163
11937,SeGaAlTe+SeInAlS,-0.13943761
11938,SeGaAlTe+SeInAlS-1,-0.16315533
11939,SeGaAlTe+SeInAlS-2,-0.13577888
11940,SeGaAlTe+SeInAlS-3,-0.17562266
11941,SeGaAlTe+SeInAlTe,-0.17962609
11942,SeGaAlTe+SeInAlTe-1,-0.18957572
11943,SeGaAlTe+SeInAlTe-2,-0.18431012
11944,SeGaAlTe+SeInAlTe-3,-0.1916579
11945,SeGaAlTe+SeInGaS,-0.17081463
11946,SeGaAlTe+SeInGaS-1,-0.18717807
11947,SeGaAlTe+SeInGaS-2,-0.16731373
11948,SeGaAlTe+SeInGaS-3,-0.20049986
11949,SeGaAlTe+SeInGaTe,-0.18611907
11950,SeGaAlTe+SeInGaTe-1,-0.18476803
11951,SeGaAlTe+SeInGaTe-2,-0.18914276
11952,SeGaAlTe+SeInGaTe-3,-0.18886059
11953,SeGaAlTe+SGaAlSe,-0.02731317
11954,SeGaAlTe+SGaAlSe-1,-0.01426311
11955,SeGaAlTe+SGaAlSe-2,-0.04185772
11956,SeGaAlTe+SGaAlSe-3,-0.03507932
11957,SeGaAlTe+SGaAlTe,-0.19794228
11958,SeGaAlTe+SGaAlTe-1,-0.18098429
11959,SeGaAlTe+SGaAlTe-2,-0.20341033
11960,SeGaAlTe+SGaAlTe-3,-0.17712906
11961,SeGaAlTe+SInAlSe,-0.16326116
11962,SeGaAlTe+SInAlSe-1,-0.17304873
11963,SeGaAlTe+SInAlSe-2,-0.17014455
11964,SeGaAlTe+SInAlSe-3,-0.17869605
11965,SeGaAlTe+SInAlTe,-0.20365236
11966,SeGaAlTe+SInAlTe-1,-0.20433905
11967,SeGaAlTe+SInAlTe-2,-0.21023453
11968,SeGaAlTe+SInAlTe-3,-0.20509532
11969,SeGaAlTe+SInGaSe,-0.18762547
11970,SeGaAlTe+SInGaSe-1,-0.18903034
11971,SeGaAlTe+SInGaSe-2,-0.19649126
11972,SeGaAlTe+SInGaSe-3,-0.17934956
11973,SeGaAlTe+SInGaTe,-0.21124002
11974,SeGaAlTe+SInGaTe-1,-0.20638096
11975,SeGaAlTe+SInGaTe-2,-0.21819438
11976,SeGaAlTe+SInGaTe-3,-0.20568024
11977,SeGaAlTe+TeGaAlS,-0.1678632
11978,SeGaAlTe+TeGaAlS-1,-0.19573898
11979,SeGaAlTe+TeGaAlS-2,-0.16472934
11980,SeGaAlTe+TeGaAlS-3,-0.20225895
11981,SeGaAlTe+TeGaAlSe,-0.19508416
11982,SeGaAlTe+TeGaAlSe-1,-0.21964027
11983,SeGaAlTe+TeGaAlSe-2,-0.20435122
11984,SeGaAlTe+TeGaAlSe-3,-0.22401872
11985,SeGaAlTe+TeInAlS,-0.18944118
11986,SeGaAlTe+TeInAlS-1,-0.23009742
11987,SeGaAlTe+TeInAlS-2,-0.19924267
11988,SeGaAlTe+TeInAlS-3,-0.23715604
11989,SeGaAlTe+TeInAlSe,-0.18797304
11990,SeGaAlTe+TeInAlSe-1,-0.20910072
11991,SeGaAlTe+TeInAlSe-2,-0.19109281
11992,SeGaAlTe+TeInAlSe-3,-0.21554745
11993,SeGaAlTe+TeInGaS,-0.18928325
11994,SeGaAlTe+TeInGaS-1,-0.22796853
11995,SeGaAlTe+TeInGaS-2,-0.2066714
11996,SeGaAlTe+TeInGaS-3,-0.23901929
11997,SeGaAlTe+TeInGaSe,-0.1873462
11998,SeGaAlTe+TeInGaSe-1,-0.20127273
11999,SeGaAlTe+TeInGaSe-2,-0.18944388
12000,SeGaAlTe+TeInGaSe-3,-0.20863565
12001,Al2STe+Al2STe,-0.19219881
12002,Al2STe+Al2STe-1,-0.17475837
12003,Al2STe+Al2STe-2,-0.22149548
12004,Al2STe+Ga2SeTe,-0.1794665
12005,Al2STe+Ga2SeTe-1,-0.19132859
12006,Al2STe+Ga2SeTe-2,-0.14638255
12007,Al2STe+Ga2SeTe-3,-0.1646175
12008,Al2STe+Ga2SSe,-0.16494043
12009,Al2STe+Ga2SSe-1,-0.17498684
12010,Al2STe+Ga2SSe-2,-0.12696661
12011,Al2STe+Ga2SSe-3,-0.14508991
12012,Al2STe+Ga2STe,-0.19908786
12013,Al2STe+Ga2STe-1,-0.22602483
12014,Al2STe+Ga2STe-2,-0.17952666
12015,Al2STe+Ga2STe-3,-0.19672598
12016,Al2STe+GaAlS2,-0.03517197
12017,Al2STe+GaAlS2-1,-0.04285987
12018,Al2STe+GaAlS2-2,0.01244015
12019,Al2STe+GaAlS2-3,0.00769838
12020,Al2STe+GaAlSe2,-0.19792215
12021,Al2STe+GaAlSe2-1,-0.19044931
12022,Al2STe+GaAlSe2-2,-0.17289817
12023,Al2STe+GaAlSe2-3,-0.17887826
12024,Al2STe+GaAlTe2,-0.06279117
12025,Al2STe+GaAlTe2-1,-0.06800966
12026,Al2STe+GaAlTe2-2,-0.04225933
12027,Al2STe+GaAlTe2-3,-0.047746
12028,Al2STe+In2SeTe,0.04189724
12029,Al2STe+In2SeTe-1,0.0339848
12030,Al2STe+In2SeTe-2,0.05889541
12031,Al2STe+In2SeTe-3,0.05996094
12032,Al2STe+In2SSe,-0.17119768
12033,Al2STe+In2SSe-1,-0.18154612
12034,Al2STe+In2SSe-2,-0.15127399
12035,Al2STe+In2SSe-3,-0.15484878
12036,Al2STe+In2STe,-0.04029505
12037,Al2STe+In2STe-1,-0.05775231
12038,Al2STe+In2STe-2,-0.02933949
12039,Al2STe+In2STe-3,-0.02566968
12040,Al2STe+InAlS2,-0.15686312
12041,Al2STe+InAlS2-1,-0.17724971
12042,Al2STe+InAlS2-2,-0.13776473
12043,Al2STe+InAlS2-3,-0.15353943
12044,Al2STe+InAlSe2,-0.19636776
12045,Al2STe+InAlSe2-1,-0.21588107
12046,Al2STe+InAlSe2-2,-0.1690809
12047,Al2STe+InAlSe2-3,-0.18543417
12048,Al2STe+InAlTe2,0.07620296
12049,Al2STe+InAlTe2-1,0.05697437
12050,Al2STe+InAlTe2-2,0.08690531
12051,Al2STe+InAlTe2-3,0.08420788
12052,Al2STe+InGaS2,-0.18272424
12053,Al2STe+InGaS2-1,-0.19038574
12054,Al2STe+InGaS2-2,-0.16355415
12055,Al2STe+InGaS2-3,-0.17290467
12056,Al2STe+InGaSe2,-0.19829827
12057,Al2STe+InGaSe2-1,-0.20653519
12058,Al2STe+InGaSe2-2,-0.17687103
12059,Al2STe+InGaSe2-3,-0.18126532
12060,Al2STe+InGaTe2,0.07680299
12061,Al2STe+InGaTe2-1,0.07105154
12062,Al2STe+InGaTe2-2,0.09162634
12063,Al2STe+InGaTe2-3,0.0914837
12064,Al2STe+SeGaAlS,-0.13496613
12065,Al2STe+SeGaAlS-1,-0.15364882
12066,Al2STe+SeGaAlS-2,-0.09828038
12067,Al2STe+SeGaAlS-3,-0.12131109
12068,Al2STe+SeGaAlTe,-0.1885646
12069,Al2STe+SeGaAlTe-1,-0.18353005
12070,Al2STe+SeGaAlTe-2,-0.16248169
12071,Al2STe+SeGaAlTe-3,-0.16146999
12072,Al2STe+SeInAlS,-0.19060501
12073,Al2STe+SeInAlS-1,-0.22362631
12074,Al2STe+SeInAlS-2,-0.17104522
12075,Al2STe+SeInAlS-3,-0.18447887
12076,Al2STe+SeInAlTe,-0.09549631
12077,Al2STe+SeInAlTe-1,-0.10165564
12078,Al2STe+SeInAlTe-2,-0.06770624
12079,Al2STe+SeInAlTe-3,-0.07913818
12080,Al2STe+SeInGaS,-0.20574013
12081,Al2STe+SeInGaS-1,-0.22822865
12082,Al2STe+SeInGaS-2,-0.18398646
12083,Al2STe+SeInGaS-3,-0.18981138
12084,Al2STe+SeInGaTe,-0.09468369
12085,Al2STe+SeInGaTe-1,-0.09062207
12086,Al2STe+SeInGaTe-2,-0.07177747
12087,Al2STe+SeInGaTe-3,-0.06738731
12088,Al2STe+SGaAlSe,-0.14834458
12089,Al2STe+SGaAlSe-1,-0.14774463
12090,Al2STe+SGaAlSe-2,-0.12166375
12091,Al2STe+SGaAlSe-3,-0.1091677
12092,Al2STe+SGaAlTe,-0.21906294
12093,Al2STe+SGaAlTe-1,-0.19486439
12094,Al2STe+SGaAlTe-2,-0.18874503
12095,Al2STe+SGaAlTe-3,-0.17893418
12096,Al2STe+SInAlSe,-0.20273075
12097,Al2STe+SInAlSe-1,-0.21160968
12098,Al2STe+SInAlSe-2,-0.17547451
12099,Al2STe+SInAlSe-3,-0.18500889
12100,Al2STe+SInAlTe,-0.15157599
12101,Al2STe+SInAlTe-1,-0.14877404
12102,Al2STe+SInAlTe-2,-0.1311663
12103,Al2STe+SInAlTe-3,-0.12890969
12104,Al2STe+SInGaSe,-0.21709756
12105,Al2STe+SInGaSe-1,-0.21482764
12106,Al2STe+SInGaSe-2,-0.18694266
12107,Al2STe+SInGaSe-3,-0.18816209
12108,Al2STe+SInGaTe,-0.154814
12109,Al2STe+SInGaTe-1,-0.14313846
12110,Al2STe+SInGaTe-2,-0.12912187
12111,Al2STe+SInGaTe-3,-0.12461774
12112,Al2STe+TeGaAlS,-0.19491949
12113,Al2STe+TeGaAlS-1,-0.2277863
12114,Al2STe+TeGaAlS-2,-0.1763928
12115,Al2STe+TeGaAlS-3,-0.19874232
12116,Al2STe+TeGaAlSe,-0.18026397
12117,Al2STe+TeGaAlSe-1,-0.20104587
12118,Al2STe+TeGaAlSe-2,-0.15177426
12119,Al2STe+TeGaAlSe-3,-0.17391676
12120,Al2STe+TeInAlS,-0.17269369
12121,Al2STe+TeInAlS-1,-0.21251368
12122,Al2STe+TeInAlS-2,-0.15412548
12123,Al2STe+TeInAlS-3,-0.17986157
12124,Al2STe+TeInAlSe,-0.11625777
12125,Al2STe+TeInAlSe-1,-0.14480888
12126,Al2STe+TeInAlSe-2,-0.09927055
12127,Al2STe+TeInAlSe-3,-0.11320433
12128,Al2STe+TeInGaS,-0.16178034
12129,Al2STe+TeInGaS-1,-0.19184265
12130,Al2STe+TeInGaS-2,-0.14616527
12131,Al2STe+TeInGaS-3,-0.16105009
12132,Al2STe+TeInGaSe,-0.1007607
12133,Al2STe+TeInGaSe-1,-0.12444301
12134,Al2STe+TeInGaSe-2,-0.08812024
12135,Al2STe+TeInGaSe-3,-0.09088222
12136,SeInAlS+SeInAlS,-0.19285706
12137,SeInAlS+SeInAlS-1,-0.17501843
12138,SeInAlS+SeInAlS-2,-0.22676887
12139,SeInAlS+SeInAlTe,-0.06216734
12140,SeInAlS+SeInAlTe-1,-0.06863138
12141,SeInAlS+SeInAlTe-2,-0.02970935
12142,SeInAlS+SeInAlTe-3,-0.03641373
12143,SeInAlS+SeInGaS,-0.2032234
12144,SeInAlS+SeInGaS-1,-0.22746561
12145,SeInAlS+SeInGaS-2,-0.180809
12146,SeInAlS+SeInGaS-3,-0.19457021
12147,SeInAlS+SeInGaTe,-0.06380278
12148,SeInAlS+SeInGaTe-1,-0.05980065
12149,SeInAlS+SeInGaTe-2,-0.02925272
12150,SeInAlS+SeInGaTe-3,-0.0274857
12151,SeInAlS+SGaAlSe,-0.17720479
12152,SeInAlS+SGaAlSe-1,-0.1695966
12153,SeInAlS+SGaAlSe-2,-0.14944168
12154,SeInAlS+SGaAlSe-3,-0.13827805
12155,SeInAlS+SGaAlTe,-0.21440259
12156,SeInAlS+SGaAlTe-1,-0.19118885
12157,SeInAlS+SGaAlTe-2,-0.18479518
12158,SeInAlS+SGaAlTe-3,-0.16742501
12159,SeInAlS+SInAlSe,-0.20319392
12160,SeInAlS+SInAlSe-1,-0.20955468
12161,SeInAlS+SInAlSe-2,-0.17648734
12162,SeInAlS+SInAlSe-3,-0.17924289
12163,SeInAlS+SInAlTe,-0.1352356
12164,SeInAlS+SInAlTe-1,-0.12319983
12165,SeInAlS+SInAlTe-2,-0.10182345
12166,SeInAlS+SInAlTe-3,-0.10070028
12167,SeInAlS+SInGaSe,-0.21325165
12168,SeInAlS+SInGaSe-1,-0.20833669
12169,SeInAlS+SInGaSe-2,-0.18471305
12170,SeInAlS+SInGaSe-3,-0.17825722
12171,SeInAlS+SInGaTe,-0.13110285
12172,SeInAlS+SInGaTe-1,-0.11520342
12173,SeInAlS+SInGaTe-2,-0.09713559
12174,SeInAlS+SInGaTe-3,-0.09000124
12175,SeInAlS+TeGaAlS,-0.18950088
12176,SeInAlS+TeGaAlS-1,-0.22859918
12177,SeInAlS+TeGaAlS-2,-0.17169101
12178,SeInAlS+TeGaAlS-3,-0.19512343
12179,SeInAlS+TeGaAlSe,-0.16417544
12180,SeInAlS+TeGaAlSe-1,-0.18465199
12181,SeInAlS+TeGaAlSe-2,-0.13954871
12182,SeInAlS+TeGaAlSe-3,-0.15395059
12183,SeInAlS+TeInAlS,-0.1761131
12184,SeInAlS+TeInAlS-1,-0.20600344
12185,SeInAlS+TeInAlS-2,-0.13999077
12186,SeInAlS+TeInAlS-3,-0.16160222
12187,SeInAlS+TeInAlSe,-0.09988011
12188,SeInAlS+TeInAlSe-1,-0.11907509
12189,SeInAlS+TeInAlSe-2,-0.06548511
12190,SeInAlS+TeInAlSe-3,-0.07912015
12191,SeInAlS+TeInGaS,-0.14199535
12192,SeInAlS+TeInGaS-1,-0.18008143
12193,SeInAlS+TeInGaS-2,-0.11980176
12194,SeInAlS+TeInGaS-3,-0.13505622
12195,SeInAlS+TeInGaSe,-0.07693379
12196,SeInAlS+TeInGaSe-1,-0.09247435
12197,SeInAlS+TeInGaSe-2,-0.04976034
12198,SeInAlS+TeInGaSe-3,-0.05409641
12199,SeInAlTe+SeInAlTe,-0.2263418
12200,SeInAlTe+SeInAlTe-1,-0.21544417
12201,SeInAlTe+SeInAlTe-2,-0.23483262
12202,SeInAlTe+SeInGaS,-0.08395715
12203,SeInAlTe+SeInGaS-1,-0.11383184
12204,SeInAlTe+SeInGaS-2,-0.08722213
12205,SeInAlTe+SeInGaS-3,-0.11085659
12206,SeInAlTe+SeInGaTe,-0.23533883
12207,SeInAlTe+SeInGaTe-1,-0.23782419
12208,SeInAlTe+SeInGaTe-2,-0.22611291
12209,SeInAlTe+SeInGaTe-3,-0.22740382
12210,SeInAlTe+SGaAlSe,0.15149562
12211,SeInAlTe+SGaAlSe-1,0.16649371
12212,SeInAlTe+SGaAlSe-2,0.13984737
12213,SeInAlTe+SGaAlSe-3,0.13678775
12214,SeInAlTe+SGaAlTe,-0.13126072
12215,SeInAlTe+SGaAlTe-1,-0.11053054
12216,SeInAlTe+SGaAlTe-2,-0.12816578
12217,SeInAlTe+SGaAlTe-3,-0.11204299
12218,SeInAlTe+SInAlSe,-0.08012164
12219,SeInAlTe+SInAlSe-1,-0.0859731
12220,SeInAlTe+SInAlSe-2,-0.07323968
12221,SeInAlTe+SInAlSe-3,-0.08495963
12222,SeInAlTe+SInAlTe,-0.21531476
12223,SeInAlTe+SInAlTe-1,-0.20768132
12224,SeInAlTe+SInAlTe-2,-0.20566191
12225,SeInAlTe+SInAlTe-3,-0.20545142
12226,SeInAlTe+SInGaSe,-0.11607522
12227,SeInAlTe+SInGaSe-1,-0.11551561
12228,SeInAlTe+SInGaSe-2,-0.11309505
12229,SeInAlTe+SInGaSe-3,-0.11649066
12230,SeInAlTe+SInGaTe,-0.22972834
12231,SeInAlTe+SInGaTe-1,-0.21539217
12232,SeInAlTe+SInGaTe-2,-0.22012408
12233,SeInAlTe+SInGaTe-3,-0.21249297
12234,SeInAlTe+TeGaAlS,-0.08240874
12235,SeInAlTe+TeGaAlS-1,-0.11951713
12236,SeInAlTe+TeGaAlS-2,-0.08485669
12237,SeInAlTe+TeGaAlS-3,-0.10652089
12238,SeInAlTe+TeGaAlSe,-0.17479586
12239,SeInAlTe+TeGaAlSe-1,-0.1874178
12240,SeInAlTe+TeGaAlSe-2,-0.16011125
12241,SeInAlTe+TeGaAlSe-3,-0.18669478
12242,SeInAlTe+TeInAlS,-0.17707894
12243,SeInAlTe+TeInAlS-1,-0.21081281
12244,SeInAlTe+TeInAlS-2,-0.16826184
12245,SeInAlTe+TeInAlS-3,-0.20412523
12246,SeInAlTe+TeInAlSe,-0.21530817
12247,SeInAlTe+TeInAlSe-1,-0.24051299
12248,SeInAlTe+TeInAlSe-2,-0.20248844
12249,SeInAlTe+TeInAlSe-3,-0.23163197
12250,SeInAlTe+TeInGaS,-0.20111209
12251,SeInAlTe+TeInGaS-1,-0.23150615
12252,SeInAlTe+TeInGaS-2,-0.19589085
12253,SeInAlTe+TeInGaS-3,-0.22798254
12254,SeInAlTe+TeInGaSe,-0.22775785
12255,SeInAlTe+TeInGaSe-1,-0.24416959
12256,SeInAlTe+TeInGaSe-2,-0.21995985
12257,SeInAlTe+TeInGaSe-3,-0.23750361
12258,SeInGaS+SeInGaS,-0.19802631
12259,SeInGaS+SeInGaS-1,-0.19277247
12260,SeInGaS+SeInGaS-2,-0.23355028
12261,SeInGaS+SeInGaTe,-0.11304969
12262,SeInGaS+SeInGaTe-1,-0.10555926
12263,SeInGaS+SeInGaTe-2,-0.08617856
12264,SeInGaS+SeInGaTe-3,-0.08013875
12265,SeInGaS+SGaAlSe,-0.16177426
12266,SeInGaS+SGaAlSe-1,-0.15140211
12267,SeInGaS+SGaAlSe-2,-0.13587435
12268,SeInGaS+SGaAlSe-3,-0.12344169
12269,SeInGaS+SGaAlTe,-0.22597497
12270,SeInGaS+SGaAlTe-1,-0.19139535
12271,SeInGaS+SGaAlTe-2,-0.20232116
12272,SeInGaS+SGaAlTe-3,-0.18724759
12273,SeInGaS+SInAlSe,-0.20997112
12274,SeInGaS+SInAlSe-1,-0.2145381
12275,SeInGaS+SInAlSe-2,-0.18617094
12276,SeInGaS+SInAlSe-3,-0.19288099
12277,SeInGaS+SInAlTe,-0.16641314
12278,SeInGaS+SInAlTe-1,-0.1550358
12279,SeInGaS+SInAlTe-2,-0.14252501
12280,SeInGaS+SInAlTe-3,-0.13274409
12281,SeInGaS+SInGaSe,-0.22195515
12282,SeInGaS+SInGaSe-1,-0.21734064
12283,SeInGaS+SInGaSe-2,-0.19705823
12284,SeInGaS+SInGaSe-3,-0.19635188
12285,SeInGaS+SInGaTe,-0.16937339
12286,SeInGaS+SInGaTe-1,-0.1505688
12287,SeInGaS+SInGaTe-2,-0.14037584
12288,SeInGaS+SInGaTe-3,-0.13320344
12289,SeInGaS+TeGaAlS,-0.19275542
12290,SeInGaS+TeGaAlS-1,-0.23668142
12291,SeInGaS+TeGaAlS-2,-0.18555486
12292,SeInGaS+TeGaAlS-3,-0.21204946
12293,SeInGaS+TeGaAlSe,-0.18956308
12294,SeInGaS+TeGaAlSe-1,-0.21242976
12295,SeInGaS+TeGaAlSe-2,-0.17065924
12296,SeInGaS+TeGaAlSe-3,-0.18602209
12297,SeInGaS+TeInAlS,-0.19356477
12298,SeInGaS+TeInAlS-1,-0.22624689
12299,SeInGaS+TeInAlS-2,-0.18149041
12300,SeInGaS+TeInAlS-3,-0.19343155
12301,SeInGaS+TeInAlSe,-0.13883825
12302,SeInGaS+TeInAlSe-1,-0.15940777
12303,SeInGaS+TeInAlSe-2,-0.12115629
12304,SeInGaS+TeInAlSe-3,-0.12689581
12305,SeInGaS+TeInGaS,-0.16981083
12306,SeInGaS+TeInGaS-1,-0.20914554
12307,SeInGaS+TeInGaS-2,-0.15405381
12308,SeInGaS+TeInGaS-3,-0.18007301
12309,SeInGaS+TeInGaSe,-0.11970114
12310,SeInGaS+TeInGaSe-1,-0.14079511
12311,SeInGaS+TeInGaSe-2,-0.09975138
12312,SeInGaS+TeInGaSe-3,-0.11115469
12313,SeInGaTe+SeInGaTe,-0.23483949
12314,SeInGaTe+SeInGaTe-1,-0.2379175
12315,SeInGaTe+SeInGaTe-2,-0.24157086
12316,SeInGaTe+SGaAlSe,0.14450547
12317,SeInGaTe+SGaAlSe-1,0.19228507
12318,SeInGaTe+SGaAlSe-2,0.15745466
12319,SeInGaTe+SGaAlSe-3,0.17332421
12320,SeInGaTe+SGaAlTe,-0.12699956
12321,SeInGaTe+SGaAlTe-1,-0.09729344
12322,SeInGaTe+SGaAlTe-2,-0.12185225
12323,SeInGaTe+SGaAlTe-3,-0.10886735
12324,SeInGaTe+SInAlSe,-0.0663959
12325,SeInGaTe+SInAlSe-1,-0.07284788
12326,SeInGaTe+SInAlSe-2,-0.07297754
12327,SeInGaTe+SInAlSe-3,-0.08262599
12328,SeInGaTe+SInAlTe,-0.21203286
12329,SeInGaTe+SInAlTe-1,-0.21309779
12330,SeInGaTe+SInAlTe-2,-0.21247346
12331,SeInGaTe+SInAlTe-3,-0.20440559
12332,SeInGaTe+SInGaSe,-0.10679229
12333,SeInGaTe+SInGaSe-1,-0.10381876
12334,SeInGaTe+SInGaSe-2,-0.11481075
12335,SeInGaTe+SInGaSe-3,-0.11529293
12336,SeInGaTe+SInGaTe,-0.22875951
12337,SeInGaTe+SInGaTe-1,-0.22131542
12338,SeInGaTe+SInGaTe-2,-0.22986471
12339,SeInGaTe+SInGaTe-3,-0.20898416
12340,SeInGaTe+TeGaAlS,-0.06744054
12341,SeInGaTe+TeGaAlS-1,-0.11232347
12342,SeInGaTe+TeGaAlS-2,-0.07885111
12343,SeInGaTe+TeGaAlS-3,-0.11288623
12344,SeInGaTe+TeGaAlSe,-0.17068106
12345,SeInGaTe+TeGaAlSe-1,-0.18832567
12346,SeInGaTe+TeGaAlSe-2,-0.16896138
12347,SeInGaTe+TeGaAlSe-3,-0.19091798
12348,SeInGaTe+TeInAlS,-0.17445185
12349,SeInGaTe+TeInAlS-1,-0.207453
12350,SeInGaTe+TeInAlS-2,-0.17093328
12351,SeInGaTe+TeInAlS-3,-0.21137026
12352,SeInGaTe+TeInAlSe,-0.20985347
12353,SeInGaTe+TeInAlSe-1,-0.24165284
12354,SeInGaTe+TeInAlSe-2,-0.21549481
12355,SeInGaTe+TeInAlSe-3,-0.24288932
12356,SeInGaTe+TeInGaS,-0.20279084
12357,SeInGaTe+TeInGaS-1,-0.23148224
12358,SeInGaTe+TeInGaS-2,-0.19779698
12359,SeInGaTe+TeInGaS-3,-0.23693301
12360,SeInGaTe+TeInGaSe,-0.23306653
12361,SeInGaTe+TeInGaSe-1,-0.24793294
12362,SeInGaTe+TeInGaSe-2,-0.23061776
12363,SeInGaTe+TeInGaSe-3,-0.24902521
12364,SGaAlSe+SGaAlSe,-0.17659822
12365,SGaAlSe+SGaAlSe-1,-0.19056475
12366,SGaAlSe+SGaAlSe-2,-0.17607319
12367,SGaAlSe+SGaAlTe,-0.12696306
12368,SGaAlSe+SGaAlTe-1,-0.10648846
12369,SGaAlSe+SGaAlTe-2,-0.13165238
12370,SGaAlSe+SGaAlTe-3,-0.11172463
12371,SGaAlSe+SInAlSe,-0.13353808
12372,SGaAlSe+SInAlSe-1,-0.13969473
12373,SGaAlSe+SInAlSe-2,-0.14306504
12374,SGaAlSe+SInAlSe-3,-0.14456822
12375,SGaAlSe+SInAlTe,0.03457308
12376,SGaAlSe+SInAlTe-1,0.03801418
12377,SGaAlSe+SInAlTe-2,0.02815271
12378,SGaAlSe+SInAlTe-3,0.03911829
12379,SGaAlSe+SInGaSe,-0.12966496
12380,SGaAlSe+SInGaSe-1,-0.12579353
12381,SGaAlSe+SInGaSe-2,-0.13466107
12382,SGaAlSe+SInGaSe-3,-0.13268022
12383,SGaAlSe+SInGaTe,0.04021534
12384,SGaAlSe+SInGaTe-1,0.05585648
12385,SGaAlSe+SInGaTe-2,0.04416785
12386,SGaAlSe+SInGaTe-3,0.04823991
12387,SGaAlSe+TeGaAlS,-0.1180029
12388,SGaAlSe+TeGaAlS-1,-0.14362573
12389,SGaAlSe+TeGaAlS-2,-0.12060139
12390,SGaAlSe+TeGaAlS-3,-0.1494745
12391,SGaAlSe+TeGaAlSe,-0.03408689
12392,SGaAlSe+TeGaAlSe-1,-0.05445515
12393,SGaAlSe+TeGaAlSe-2,-0.03983226
12394,SGaAlSe+TeGaAlSe-3,-0.05660042
12395,SGaAlSe+TeInAlS,-0.05892383
12396,SGaAlSe+TeInAlS-1,-0.07867511
12397,SGaAlSe+TeInAlS-2,-0.04819483
12398,SGaAlSe+TeInAlS-3,-0.07687514
12399,SGaAlSe+TeInAlSe,0.07486018
12400,SGaAlSe+TeInAlSe-1,0.0677499
12401,SGaAlSe+TeInAlSe-2,0.08647575
12402,SGaAlSe+TeInAlSe-3,0.06366494
12403,SGaAlSe+TeInGaS,-0.0000538
12404,SGaAlSe+TeInGaS-1,-0.03131793
12405,SGaAlSe+TeInGaS-2,0.00102746
12406,SGaAlSe+TeInGaS-3,-0.03180541
12407,SGaAlSe+TeInGaSe,0.11218803
12408,SGaAlSe+TeInGaSe-1,0.09897008
12409,SGaAlSe+TeInGaSe-2,0.11218984
12410,SGaAlSe+TeInGaSe-3,0.09729754
12411,SGaAlTe+SGaAlTe,-0.20105394
12412,SGaAlTe+SGaAlTe-1,-0.21982965
12413,SGaAlTe+SGaAlTe-2,-0.18549898
12414,SGaAlTe+SInAlSe,-0.17967628
12415,SGaAlTe+SInAlSe-1,-0.18704051
12416,SGaAlTe+SInAlSe-2,-0.20210265
12417,SGaAlTe+SInAlSe-3,-0.20743614
12418,SGaAlTe+SInAlTe,-0.15988622
12419,SGaAlTe+SInAlTe-1,-0.15783562
12420,SGaAlTe+SInAlTe-2,-0.17634628
12421,SGaAlTe+SInAlTe-3,-0.16784807
12422,SGaAlTe+SInGaSe,-0.19242781
12423,SGaAlTe+SInGaSe-1,-0.19241395
12424,SGaAlTe+SInGaSe-2,-0.21767642
12425,SGaAlTe+SInGaSe-3,-0.21414821
12426,SGaAlTe+SInGaTe,-0.15398248
12427,SGaAlTe+SInGaTe-1,-0.15202037
12428,SGaAlTe+SInGaTe-2,-0.17266713
12429,SGaAlTe+SInGaTe-3,-0.16483534
12430,SGaAlTe+TeGaAlS,-0.18214978
12431,SGaAlTe+TeGaAlS-1,-0.20616528
12432,SGaAlTe+TeGaAlS-2,-0.19464756
12433,SGaAlTe+TeGaAlS-3,-0.22786411
12434,SGaAlTe+TeGaAlSe,-0.17921872
12435,SGaAlTe+TeGaAlSe-1,-0.19384198
12436,SGaAlTe+TeGaAlSe-2,-0.19323847
12437,SGaAlTe+TeGaAlSe-3,-0.21447871
12438,SGaAlTe+TeInAlS,-0.18580542
12439,SGaAlTe+TeInAlS-1,-0.20178634
12440,SGaAlTe+TeInAlS-2,-0.18385192
12441,SGaAlTe+TeInAlS-3,-0.22463102
12442,SGaAlTe+TeInAlSe,-0.13808782
12443,SGaAlTe+TeInAlSe-1,-0.14754205
12444,SGaAlTe+TeInAlSe-2,-0.14204039
12445,SGaAlTe+TeInAlSe-3,-0.16927282
12446,SGaAlTe+TeInGaS,-0.16744434
12447,SGaAlTe+TeInGaS-1,-0.18761729
12448,SGaAlTe+TeInGaS-2,-0.17699677
12449,SGaAlTe+TeInGaS-3,-0.21252866
12450,SGaAlTe+TeInGaSe,-0.12283313
12451,SGaAlTe+TeInGaSe-1,-0.12908297
12452,SGaAlTe+TeInGaSe-2,-0.13029632
12453,SGaAlTe+TeInGaSe-3,-0.15535248
12454,SInAlSe+SInAlSe,-0.1932445
12455,SInAlSe+SInAlSe-1,-0.1890995
12456,SInAlSe+SInAlSe-2,-0.19876112
