index_label,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,CBM-up,VBM-up,CBM-down,VBM-down
3839,Ga2SSe+InAlS2,2.567,Indirect,3.71,0.1978,0.1369,0.368,0.2705,6,-4.6804391,-7.2478391,-3.7523561,-6.3197561
3840,Ga2SSe+InAlS2-1,1.806,Indirect,3.721,0.2881,0.0058,0.0776,0.5891,2,-3.9778766,-5.7837766,-4.1069686,-5.9128686
3841,Ga2SSe+InAlS2-2,2.525,Indirect,3.713,0.0483,0.3971,0.4672,0.1558,5,-4.7952149,-7.3203149,-3.3672904,-5.8923904
3842,Ga2SSe+InAlS2-3,1.914,Indirect,3.708,0.2879,0.0068,0.1,0.5699,2,-3.3879757,-5.3015757,-4.3059284,-6.2195284
3843,Ga2SSe+InAlSe2,1.835,Direct,3.805,0.0647,0.5843,0.7329,0,2,-4.6102532,-6.4449532,-4.0474514,-5.8821514
3844,Ga2SSe+InAlSe2-1,1.98,Indirect,3.809,0.3224,0.0146,0.1153,0.5548,2,-3.2578138,-5.2383138,-4.361076,-6.341576
3845,Ga2SSe+InAlSe2-2,1.612,Direct,3.803,0.0362,0.607,0.7352,0,2,-4.8464082,-6.4584082,-3.8004255,-5.4124255
3846,Ga2SSe+InAlSe2-3,2.177,Indirect,3.809,0.0631,0.5676,0.1643,0.5035,5,-3.5498623,-5.7264623,-3.6111224,-5.7877224
3847,Ga2SSe+InAlTe2-1,0.692,Direct,3.971,0.0965,0.5573,0.6903,0.0015,2,-4.2605878,-4.9520878,-4.378599,-5.070099
3848,Ga2SSe+InAlTe2-2,0.421,Direct,3.957,0.6887,0,0.6907,0,1,-4.5146333,-4.9352333,-4.4790446,-4.8996446
3849,Ga2SSe+InAlTe2-3,0.414,Direct,3.971,0.6899,0.0009,0.6916,0.0009,1,-4.4398045,-4.8542045,-4.5308306,-4.9452306
3850,Ga2SSe+Ga2STe,1.572,Direct,3.797,0.4222,0.2214,0.7024,0,5,-3.3878441,-4.9594441,-4.20684,-5.77844
3851,Ga2SSe+Ga2STe-1,1.242,Direct,3.791,0.1385,0.5129,0.7023,0.0011,5,-4.2681068,-5.5103068,-4.0067674,-5.2489674
3852,Ga2SSe+Ga2STe-2,1.492,Direct,3.8,0.1484,0.5024,0.7029,0,5,-3.4886331,-4.9801331,-3.8077669,-5.2992669
3853,Ga2SSe+Ga2STe-3,0.994,Direct,3.79,0.058,0.5858,0.703,0.0002,2,-4.5210736,-5.5149736,-3.759562,-4.753462
3854,Ga2SSe+GaAlS2,2.631,Indirect,3.66,0.1989,0.1151,0.4288,0.1722,6,-4.2098907,-6.8408907,-3.6949522,-6.3259522
3855,Ga2SSe+GaAlS2-1,2.204,Indirect,3.661,0.2734,0.0076,0.119,0.5347,2,-3.3741373,-5.5784373,-4.3730177,-6.5773177
3856,Ga2SSe+GaAlS2-2,2.644,Indirect,3.661,0.0534,0.3833,0.4962,0.0813,2,-4.2932574,-6.9371574,-3.2982373,-5.9421373
3857,Ga2SSe+GaAlS2-3,2.426,Indirect,3.663,0.272,0.0062,0.1624,0.4825,5,-3.3614099,-5.7876099,-3.8952411,-6.3214411
3858,Ga2SSe+GaAlSe2,2.381,Indirect,3.751,0.0559,0.5905,0.3964,0.2224,5,-3.9044758,-6.2850758,-3.8803118,-6.2609118
3859,Ga2SSe+GaAlSe2-1,2.251,Indirect,3.757,0.2946,0.0402,0.1911,0.4651,5,-3.2442028,-5.4955028,-4.0659148,-6.3172148
3860,Ga2SSe+GaAlSe2-2,2.323,Indirect,3.727,0.0389,0.602,0.4586,0.1481,5,-4.1281133,-6.4508133,-3.4007588,-5.7234588
3861,Ga2SSe+GaAlSe2-3,2.391,Indirect,3.728,0.2492,0.1071,0.2755,0.3453,6,-3.2583951,-5.6494951,-3.5732053,-5.9643053
3862,Ga2SSe+GaAlTe2,0.964,Direct,3.92,0.092,0.5582,0.6787,0,2,-4.4957127,-5.4600127,-4.5758477,-5.5401477
3863,Ga2SSe+GaAlTe2-1,1.325,Direct,3.916,0.0885,0.5657,0.6776,0.0018,2,-3.7951169,-5.1201169,-4.5466165,-5.8716165
3864,Ga2SSe+GaAlTe2-2,0.706,Direct,3.91,0.0814,0.5506,0.6806,0,2,-4.7203072,-5.4259072,-4.3300794,-5.0356794
3865,Ga2SSe+GaAlTe2-3,1.02,Direct,3.911,0.062,0.575,0.6787,0.0007,2,-4.0694259,-5.0898259,-4.2982053,-5.3186053
3866,Ga2SSe+In2SeTe,0.79,Direct,3.949,0.1389,0.5219,0.6966,0,5,-4.4572129,-5.2472129,-4.5250135,-5.3150135
3867,Ga2SSe+In2SeTe-1,0.673,Direct,3.957,0.1243,0.5355,0.6928,0.0017,2,-4.7337917,-5.4064917,-4.7443608,-5.4170608
3868,Ga2SSe+In2SeTe-2,0.108,Direct,3.954,0.0668,0.5806,0.6922,0.0026,2,-4.6286736,-4.7368736,-4.6572215,-4.7654215
3869,Ga2SSe+In2SeTe-3,0.412,Direct,3.962,0.6919,0.0008,0.6935,0.0008,1,-4.9151643,-5.3270643,-4.8980499,-5.3099499
3870,Ga2SSe+In2SSe,1.87,Indirect,3.858,0.2492,0.3909,0.0961,0.5762,5,-4.0371426,-5.9072426,-4.4686007,-6.3387007
3871,Ga2SSe+In2SSe-1,1.947,Indirect,3.838,0.1836,0.4587,0.1402,0.5405,6,-4.3496302,-6.2968302,-4.3413607,-6.2885607
3872,Ga2SSe+In2SSe-2,1.995,Indirect,3.847,0.104,0.5401,0.1279,0.5479,1,-4.0848081,-6.0794081,-4.0813647,-6.0759647
3873,Ga2SSe+In2SSe-3,1.94,Indirect,3.846,0.0806,0.5625,0.1933,0.4895,5,-4.314927,-6.254527,-4.2625809,-6.2021809
3874,Ga2SSe+In2STe,0.901,Direct,3.912,0.1907,0.4673,0.7006,0,5,-4.2548134,-5.1562134,-4.333523,-5.234923
3875,Ga2SSe+SeInGaS,2.096,Indirect,3.771,0.4847,0.1601,0.1814,0.4994,6,-4.1371674,-6.2330674,-4.25615,-6.35205
3876,Ga2SSe+SeInAlTe-3,1.741,Indirect,3.888,0.0426,0.5998,0.1584,0.5031,5,-3.4946211,-5.2357211,-4.2178479,-5.9589479
3877,Ga2SSe+SeInGaS-1,2.035,Indirect,3.771,0.4873,0.1547,0.1624,0.522,6,-4.0126019,-6.0474019,-4.297153,-6.331953
3878,Ga2SSe+SeInGaS-2,2.208,Direct,3.774,0.3563,0.2924,0.7387,0,5,-4.152156,-6.360356,-3.8008634,-6.0090634
3879,Ga2SSe+SeInGaS-3,2.154,Indirect,3.768,0.3757,0.2673,0.2343,0.4532,6,-4.0401421,-6.1944421,-3.8770364,-6.0313364
3880,Ga2SSe+SeInGaTe,1.315,Direct,3.889,0.0999,0.5629,0.6869,0.0017,2,-4.6689578,-5.9837578,-4.4430565,-5.7578565
3881,Ga2SSe+SeInGaTe-1,1.68,Direct,3.892,0.1218,0.5412,0.6867,0,2,-4.0305602,-5.7102602,-4.1245071,-5.8042071
3882,Ga2SSe+SeInGaTe-2,1.023,Direct,3.91,0.071,0.5746,0.6839,0.0006,2,-5.0171089,-6.0403089,-4.3233224,-5.3465224
3883,Ga2SSe+SGaAlSe,2.512,Indirect,3.684,0.1528,0.2274,0.4003,0.2157,6,-4.2028453,-6.7145453,-3.6827776,-6.1944776
3884,Ga2SSe+SGaAlSe-2,2.435,Indirect,3.694,0.0392,0.4278,0.4752,0.1174,2,-4.3403217,-6.7754217,-3.3462618,-5.7813618
3885,Ga2SSe+SGaAlSe-3,2.352,Indirect,3.713,0.3195,0.0156,0.2028,0.4161,5,-3.2573284,-5.6096284,-3.8150999,-6.1673999
3886,Ga2SSe+SGaAlTe,1.566,Direct,3.783,0.0704,0.5776,0.5733,0.001,2,-4.5471836,-6.1129836,-3.937718,-5.503518
3887,Ga2SSe+SGaAlTe-1,2.05,Indirect,3.791,0.3738,0.0218,0.1236,0.528,2,-3.1305444,-5.1804444,-4.2993859,-6.3492859
3888,Ga2SSe+SGaAlTe-2,1.327,Direct,3.778,0.0484,0.5908,0.5743,0.0006,2,-4.7791678,-6.1065678,-3.693289,-5.020689
3889,Ga2SSe+SGaAlTe-3,2.01,Indirect,3.783,0.3763,0.0182,0.574,0,1,-3.1341299,-5.1436299,-3.8085645,-5.8180645
3890,Ga2SSe+InGaS2,2.295,Indirect,3.734,0.5021,0.1428,0.1794,0.4977,6,-4.206003,-6.500703,-4.1884924,-6.4831924
3891,Ga2SSe+InGaS2-3,2.255,Indirect,3.721,0.5353,0.1103,0.1557,0.5265,5,-3.7800473,-6.0346473,-3.9007629,-6.1553629
3892,Ga2SSe+InGaSe2-1,2.032,Indirect,3.815,0.2796,0.3579,0.1672,0.5181,6,-3.9586342,-5.9909342,-4.017193,-6.049493
3893,Ga2SSe+InGaSe2-2,1.955,Indirect,3.824,0.08,0.5677,0.3689,0.3188,5,-4.2092898,-6.1646898,-4.1556416,-6.1110416
3894,Ga2SSe+InGaSe2-3,2.056,Indirect,3.811,0.1253,0.5173,0.2313,0.4575,5,-3.8793738,-5.9348738,-3.8864394,-5.9419394
3895,Ga2SSe+InGaTe2,-0.425,Direct,3.973,0.6873,0.0024,0.1303,0.5334,3,-5.0987518,-4.6740518,-5.151409,-4.726709
3896,Ga2SSe+InGaTe2-1,0.728,Direct,3.967,0.1371,0.5327,0.6913,0.0021,5,-4.4238213,-5.1516213,-4.4995887,-5.2273887
3897,Ga2SSe+InGaTe2-2,0.411,Direct,3.968,0.6901,0,0.6923,0,1,-4.6909442,-5.1023442,-4.6947272,-5.1061272
3898,Ga2SSe+InGaTe2-3,0.402,Direct,3.97,0.6915,0.0013,0.692,0.0019,1,-4.6819783,-5.0843783,-4.727228,-5.129628
3899,Ga2SSe+SeGaAlS,2.521,Indirect,3.694,0.1728,0.1551,0.4066,0.2123,6,-3.9825537,-6.5038537,-3.7110279,-6.2323279
3900,Ga2SSe+SeGaAlS-1,2.221,Indirect,3.685,0.2621,0.0229,0.2044,0.4572,5,-3.3688886,-5.5897886,-4.1295414,-6.3504414
3901,Ga2SSe+SeGaAlS-2,2.516,Indirect,3.703,0.0329,0.424,0.4819,0.1124,2,-4.0748208,-6.5906208,-3.3240568,-5.8398568
3902,Ga2SSe+SeGaAlS-3,2.414,Indirect,3.694,0.2527,0.0343,0.2676,0.3769,5,-3.3638317,-5.7777317,-3.6658272,-6.0797272
3903,Ga2SSe+SeGaAlTe,1.629,Direct,3.824,0.0694,0.583,0.5678,0.0018,2,-4.4411805,-6.0705805,-4.1241195,-5.7535195
3904,Ga2SSe+SeGaAlTe-1,1.999,Indirect,3.836,0.1122,0.5321,0.1917,0.4519,5,-3.7088475,-5.7079475,-3.8104413,-5.8095413
3905,Ga2SSe+SeGaAlTe-2,1.303,Direct,3.833,0.0475,0.5917,0.5672,0.0005,2,-4.7689209,-6.0719209,-3.9429896,-5.2459896
3906,Ga2SSe+SeInAlS,1.86,Direct,3.754,0.0811,0.5571,0.7378,0,2,-4.4203503,-6.2798503,-3.7983665,-5.6578665
3907,Ga2SSe+SeInAlS-1,1.95,Indirect,3.754,0.2899,0.0086,0.1285,0.5453,2,-3.8859138,-5.8364138,-3.9902275,-5.9407275
3908,Ga2SSe+SeInAlS-2,1.691,Direct,3.762,0.0324,0.6103,0.7376,0,2,-4.1820912,-5.8729912,-4.0710059,-5.7619059
3909,Ga2SSe+SeInAlS-3,2.055,Indirect,3.753,0.2864,0.0124,0.7375,0.0014,1,-3.4074362,-5.4626362,-4.0419008,-6.0971008
3910,Ga2SSe+SeInAlTe,1.538,Indirect,3.901,0.0739,0.5784,0.3757,0.2455,5,-5.0400945,-6.5780945,-4.510401,-6.048401
3911,Ga2SSe+SeInAlTe-1,1.767,Indirect,3.894,0.089,0.5586,0.1071,0.5568,1,-3.302723,-5.070023,-4.5051187,-6.2724187
3912,Ga2SSe+SeInAlTe-2,1.299,Indirect,3.903,0.0639,0.5744,0.4538,0.1514,5,-5.3371579,-6.6357579,-4.2868275,-5.5854275
3913,Ga2SSe+TeGaAlSe-3,1.027,Direct,3.832,0.0376,0.6018,0.6935,0.0004,2,-3.8952077,-4.9225077,-3.927491,-4.954791
3914,Ga2SSe+TeInAlS,0.234,Direct,3.833,0.7031,0,0.703,0,1,-4.1568716,-4.3910716,-4.1764794,-4.4106794
3915,Ga2SSe+TeInAlS-1,0.251,Direct,3.819,0.7023,0.0009,0.7034,0.0009,1,-3.9917208,-4.2429208,-4.0838194,-4.3350194
3916,Ga2SSe+TeInAlS-3,0.267,Direct,3.824,0.7042,0.0006,0.7046,0.0006,1,-3.8709976,-4.1376976,-3.9232069,-4.1899069
3917,Ga2SSe+TeInAlSe,0.433,Direct,3.876,0.6975,0,0.6999,0,1,-4.3577614,-4.7910614,-4.3807311,-4.8140311
3918,Ga2SSe+TeInAlSe-1,-0.283,Direct,3.876,0.6964,0.0017,0.1138,0.5092,3,-4.3429167,-4.0599167,-4.4512986,-4.1682986
3919,Ga2SSe+TeInAlSe-2,0.435,Direct,3.874,0.6983,0,0.6995,0,1,-4.1642478,-4.5988478,-4.1423355,-4.5769355
3920,Ga2SSe+TeInAlSe-3,0.428,Direct,3.881,0.6984,0.0006,0.6998,0.0007,1,-3.8751245,-4.3030245,-4.4515321,-4.8794321
3921,Ga2SSe+TeInGaS,0.438,Direct,3.849,0.7028,0,0.7042,0,1,-4.3989594,-4.8373594,-4.4686809,-4.9070809
3922,Ga2SSe+TeInGaS-1,0.432,Direct,3.85,0.7027,0.0006,0.7039,0.0006,1,-4.512527,-4.944627,-4.6169561,-5.0490561
3923,Ga2SSe+TeInGaS-2,0.442,Direct,3.842,0.7041,0,0.7063,0,1,-4.1931107,-4.6355107,-4.2162198,-4.6586198
3924,Ga2SSe+TeInGaS-3,0.444,Direct,3.84,0.7062,0.0006,0.7077,0.0006,1,-4.360921,-4.804821,-4.3291161,-4.7730161
3925,Ga2SSe+TeInGaSe,0.435,Direct,3.877,0.7015,0,0.7031,0,1,-4.5488706,-4.9839706,-4.6164527,-5.0515527
3926,Ga2SSe+TeInGaSe-1,-0.191,Direct,3.891,0.6961,0.003,0.2167,0.4271,3,-4.6565393,-4.4655393,-4.7072314,-4.5162314
3927,Ga2SSe+TeInGaSe-2,0.422,Direct,3.904,0.6971,0,0.6988,0,1,-4.5135759,-4.9354759,-4.5365519,-4.9584519
3928,Ga2SSe+TeInGaSe-3,0.421,Direct,3.897,0.6998,0.0006,0.7009,0.0006,1,-4.5027009,-4.9237009,-4.506504,-4.927504
3929,Ga2SSe+SInAlSe,2.373,Indirect,3.765,0.0633,0.5819,0.3358,0.3082,5,-4.3031145,-6.6757145,-4.2176556,-6.5902556
3930,Ga2SSe+SInAlSe-1,1.894,Indirect,3.768,0.3287,0.0095,0.0809,0.5844,2,-3.8224491,-5.7168491,-3.9575079,-5.8519079
3931,Ga2SSe+SInAlSe-2,2.267,Direct,3.762,0.0375,0.6041,0.3904,0.2223,5,-4.3130026,-6.5804026,-4.1769828,-6.4443828
3932,Ga2SSe+SInAlSe-3,2.066,Indirect,3.763,0.3276,0.011,0.1006,0.5655,2,-3.6396479,-5.7060479,-3.7283968,-5.7947968
3933,Ga2SSe+SInAlTe,1.636,Direct,3.852,0.0668,0.5871,0.5627,0.0019,2,-4.7172314,-6.3533314,-4.6260942,-6.2621942
3934,Ga2SSe+SInAlTe-1,1.978,Indirect,3.862,0.1138,0.5256,0.0758,0.583,1,-3.617222,-5.595522,-3.7683465,-5.7466465
3935,Ga2SSe+SInAlTe-2,1.338,Direct,3.88,0.0482,0.5916,0.5597,0.0006,2,-4.8892961,-6.2269961,-4.7448528,-6.0825528
3936,Ga2SSe+SInAlTe-3,1.966,Indirect,3.862,0.0509,0.5909,0.1067,0.552,1,-3.1511002,-5.1172002,-4.0759232,-6.0420232
3937,Ga2SSe+SInGaSe-1,2.112,Indirect,3.781,0.4633,0.1672,0.0998,0.5748,5,-3.4748223,-5.5871223,-4.2879029,-6.4002029
3938,Ga2SSe+SInGaSe-2,2.159,Direct,3.784,0.0842,0.5619,0.3853,0.2709,5,-4.5544823,-6.7131823,-3.7447038,-5.9034038
3939,Ga2SSe+SInGaSe-3,2.238,Indirect,3.787,0.3094,0.3267,0.1404,0.5351,6,-3.5598359,-5.7977359,-3.8812668,-6.1191668
3940,Ga2SSe+SInGaTe,1.341,Direct,3.873,0.0997,0.5595,0.6894,0.0018,2,-4.6346587,-5.9757587,-4.583972,-5.925072
3941,Ga2SSe+SInGaTe-1,1.846,Direct,3.871,0.147,0.5077,0.6903,0,5,-3.8533545,-5.6998545,-3.9670467,-5.8135467
3942,Ga2SSe+SInGaTe-2,1.061,Direct,3.872,0.0506,0.5941,0.6899,0.0004,2,-4.6710461,-5.7324461,-4.5659038,-5.6273038
3943,Ga2SSe+TeGaAlS,1.016,Direct,3.782,0.0562,0.5908,0.7018,0,2,-3.8660822,-4.8824822,-3.9242306,-4.9406306
3944,Ga2SSe+TeGaAlS-2,0.721,Direct,3.786,0.0319,0.6119,0.6974,0.0037,2,-3.9484012,-4.6693012,-3.9070985,-4.6279985
3945,Ga2SSe+TeGaAlS-3,1.015,Direct,3.783,0.0417,0.5922,0.7007,0.0004,2,-3.6963205,-4.7110205,-3.7107248,-4.7254248
3946,Ga2SSe+TeGaAlSe,1.039,Direct,3.832,0.056,0.5949,0.6935,0,2,-4.0654999,-5.1048999,-4.172924,-5.212324
3947,Ga2SSe+TeGaAlSe-1,1.331,Direct,3.822,0.0691,0.58,0.6937,0.0017,2,-3.5666577,-4.8976577,-4.1065798,-5.4375798
3948,Ga2SSe+TeGaAlSe-2,0.543,Direct,3.837,0.0371,0.6054,0.6901,0.001,2,-4.3990276,-4.9423276,-4.05246,-4.59576
3949,Ga2STe+InGaS2-1,0.777,Direct,3.812,0.5614,0.0891,0.0021,0.6984,2,-4.4939457,-5.2712457,-4.556636,-5.333936
3950,Ga2STe+InGaS2-2,1.371,Direct,3.836,0.5751,0.0689,0,0.6961,2,-4.1824215,-5.5534215,-4.1037889,-5.4747889
3951,Ga2STe+InGaS2-3,1.14,Direct,3.834,0.569,0.0786,0,0.6963,2,-4.1634163,-5.3036163,-4.1328767,-5.2730767
3952,Ga2STe+InGaSe2,1.461,Direct,3.905,0.4331,0.203,0.0015,0.6832,5,-4.407566,-5.868966,-4.438544,-5.899944
3953,Ga2STe+InGaSe2-1,1.373,Direct,3.903,0.4818,0.1507,0.0039,0.6825,5,-4.2804651,-5.6535651,-4.3512616,-5.7243616
3954,Ga2STe+InGaSe2-2,1.709,Direct,3.894,0.1016,0.5418,0,0.6874,1,-4.0682517,-5.7772517,-3.9902961,-5.6992961
3955,Ga2STe+InGaSe2-3,1.618,Direct,3.892,0.2017,0.4364,0,0.6884,5,-3.9356652,-5.5537652,-3.9050756,-5.5231756
3956,Ga2STe+InGaTe2,1.295,Direct,4.058,0.1674,0.5024,0.6849,0.0001,5,-4.3394004,-5.6348004,-4.3967232,-5.6921232
3957,Ga2STe+InGaTe2-1,1.496,Direct,4.061,0.1623,0.5043,0.6631,0.0216,5,-4.1493211,-5.6450211,-4.2488995,-5.7445995
3958,Ga2STe+InGaTe2-2,0.721,Direct,4.069,0.0479,0.5864,0.6813,0,2,-4.7015434,-5.4229434,-4.0524063,-4.7738063
3959,Ga2STe+GaAlS2,1.29,Indirect,3.745,0.2181,0.0753,0.0001,0.7102,5,-4.1139979,-5.4035979,-4.0923743,-5.3819743
3960,Ga2STe+GaAlS2-1,0.618,Indirect,3.749,0.2633,0.0053,0.0001,0.7092,2,-3.9712417,-4.5889417,-4.0759614,-4.6936614
3961,Ga2STe+GaAlS2-2,1.514,Indirect,3.748,0.0036,0.532,0,0.71,1,-3.8591626,-5.3734626,-3.7486525,-5.2629525
3962,Ga2STe+GaAlS2-3,1.121,Indirect,3.747,0.2627,0.0023,0,0.7103,2,-3.4747535,-4.5960535,-3.4954354,-4.6167354
3963,Ga2STe+GaAlSe2,1.704,Indirect,3.818,0.1307,0.2894,0.0007,0.698,5,-3.95741,-5.66111,-3.9600106,-5.6637106
3964,Ga2STe+GaAlSe2-1,1.34,Indirect,3.82,0.2901,0.0453,0.0016,0.6973,2,-3.7636785,-5.1040785,-3.8634378,-5.2038378
3965,Ga2STe+GaAlSe2-2,1.729,Direct,3.842,0.0264,0.6053,0,0.6954,1,-4.5245375,-6.2536375,-3.4245868,-5.1536868
3966,Ga2STe+GaAlSe2-3,1.713,Direct,3.84,0.058,0.5689,0,0.6957,1,-3.4389183,-5.1516183,-3.4380079,-5.1507079
3967,Ga2STe+GaAlTe2,1.593,Indirect,3.996,0.0726,0.5862,0.3246,0.2711,5,-4.2606346,-5.8536346,-4.2993507,-5.8923507
3968,Ga2STe+GaAlTe2-1,1.661,Indirect,3.998,0.0916,0.5678,0.1951,0.4266,5,-3.9177314,-5.5788314,-4.0263852,-5.6874852
3969,Ga2STe+GaAlTe2-2,1.077,Direct,4.001,0.0448,0.5828,0.6651,0,2,-4.3373651,-5.4146651,-4.2547126,-5.3320126
3970,Ga2STe+GaAlTe2-3,1.272,Direct,4.005,0.0371,0.5927,0.3431,0.2312,5,-3.9715761,-5.2435761,-3.9579259,-5.2299259
3971,Ga2STe+In2SeTe,1.424,Direct,4.041,0.2829,0.3668,0.6875,0.0001,5,-4.2893751,-5.7136751,-4.3897423,-5.8140423
3972,Ga2STe+In2SeTe-1,1.411,Direct,4.049,0.205,0.4431,0.6672,0.0191,5,-4.4747872,-5.8854872,-4.5178518,-5.9285518
3973,Ga2STe+In2SeTe-2,1.092,Direct,4.055,0.0325,0.6056,0.6855,0,2,-4.30547,-5.39707,-4.0176286,-5.1092286
3974,Ga2STe+In2SSe,1.427,Direct,3.936,0.4312,0.1967,0.0016,0.6788,5,-4.3772612,-5.8041612,-4.4473559,-5.8742559
3975,Ga2STe+In2SSe-1,1.537,Direct,3.929,0.368,0.2617,0.0046,0.6772,5,-4.3124484,-5.8493484,-4.6189365,-6.1558365
3976,Ga2STe+In2SSe-2,1.718,Direct,3.927,0.1067,0.5356,0,0.6826,1,-4.1732175,-5.8908175,-3.7782832,-5.4958832
3977,Ga2STe+In2SSe-3,1.706,Direct,3.944,0.0766,0.5616,0,0.6786,1,-4.2570607,-5.9631607,-4.1732953,-5.8793953
3978,Ga2STe+In2STe,1.371,Direct,4.003,0.4248,0.2165,0.6903,0,5,-3.8348642,-5.2059642,-4.871955,-6.243055
3979,Ga2STe+In2STe-1,1.265,Direct,4.009,0.2752,0.3701,0.6702,0.0188,5,-4.5797543,-5.8446543,-4.5933426,-5.8582426
3980,Ga2STe+In2STe-2,1.177,Direct,4.022,0.036,0.6046,0.6876,0,2,-4.0257199,-5.2025199,-4.0078109,-5.1846109
3981,Ga2STe+InAlS2,1.492,Indirect,3.802,0.2176,0.1008,0.0002,0.7007,5,-4.3925652,-5.8844652,-4.3436687,-5.8355687
3982,Ga2STe+InAlS2-1,0.608,Indirect,3.799,0.277,0.0058,0.0011,0.7018,2,-4.1202581,-4.7286581,-4.247858,-4.856258
3983,Ga2STe+InAlS2-2,1.698,Direct,3.821,0.0207,0.6115,0,0.6984,1,-4.179565,-5.877165,-4.0304408,-5.7280408
3984,Ga2STe+InAlS2-3,1.15,Indirect,3.817,0.276,0.0043,0,0.6987,2,-3.6438429,-4.7935429,-3.6884387,-4.8381387
3985,Ga2STe+InAlSe2,1.756,Direct,3.892,0.1319,0.4838,0.0006,0.6867,5,-4.3502998,-6.1058998,-4.3308958,-6.0864958
3986,Ga2STe+InAlSe2-1,1.412,Indirect,3.889,0.3145,0.0111,0.004,0.6852,2,-3.871544,-5.283744,-4.0001425,-5.4123425
3987,Ga2STe+InAlSe2-2,1.787,Indirect,3.885,0.0389,0.5947,0.4481,0.1852,5,-4.266296,-6.053296,-4.1401561,-5.9271561
3988,Ga2STe+InAlSe2-3,1.669,Direct,3.88,0.0976,0.5155,0,0.6903,1,-3.5254511,-5.1940511,-3.5498163,-5.2184163
3989,Ga2STe+InAlTe2,0.978,Direct,4.053,0.0922,0.5671,0.6826,0,2,-4.4793393,-5.4574393,-4.5014229,-5.4795229
3990,Ga2STe+InAlTe2-1,1.5,Direct,4.054,0.11,0.551,0.6611,0.0232,2,-3.9197457,-5.4196457,-4.0581739,-5.5580739
3991,Ga2STe+InAlTe2-2,-0.44,Direct,4.056,0.674,0.0059,0.0284,0.6027,3,-4.9294986,-4.4889986,-4.8496359,-4.4091359
3992,Ga2STe+InAlTe2-3,0.906,Direct,4.055,0.0258,0.6068,0.6824,0.001,2,-3.9957526,-4.9012526,-4.002358,-4.907858
3993,Ga2STe+InGaS2,0.949,Direct,3.818,0.5591,0.0837,0.0006,0.6985,2,-4.6112205,-5.5606205,-4.6263612,-5.5757612
3994,Ga2STe+TeInAlSe,0.751,Direct,3.957,0.16,0.4458,0.6936,0,5,-4.352572,-5.103372,-4.3732285,-5.1240285
3995,Ga2STe+TeInAlSe-1,1.128,Direct,3.958,0.2795,0.2591,0.6782,0.0139,5,-3.9691273,-5.0971273,-4.080273,-5.208273
3996,Ga2STe+TeInAlSe-2,0.425,Direct,3.965,0.6897,0,0.6912,0,1,-4.6166264,-5.0415264,-4.0764541,-4.5013541
3997,Ga2STe+TeInAlSe-3,0.612,Direct,3.961,0.0455,0.5783,0.6914,0.0011,2,-3.9623249,-4.5744249,-3.9222842,-4.5343842
3998,Ga2STe+TeInGaS,0.433,Direct,3.928,0.6945,0,0.6971,0,1,-4.8715042,-5.3043042,-4.9624746,-5.3952746
3999,Ga2STe+TeInGaS-1,-0.341,Direct,3.932,0.6824,0.0135,0.4857,0.1639,3,-5.2217217,-4.8805217,-5.2434827,-4.9022827
4000,Ga2STe+TeInGaS-2,0.556,Direct,3.913,0.5721,0.0769,0.6889,0.0064,1,-4.0711951,-4.6267951,-4.045102,-4.600702
4001,Ga2STe+TeInGaS-3,0.425,Direct,3.926,0.6959,0.0006,0.6974,0.001,1,-4.6110049,-5.0360049,-4.5367075,-4.9617075
4002,Ga2STe+TeInGaSe,0.933,Direct,3.969,0.464,0.1762,0.6929,0,5,-4.4234954,-5.3567954,-4.4945303,-5.4278303
4003,Ga2STe+TeInGaSe-1,1.081,Direct,3.98,0.42,0.2154,0.6789,0.0149,5,-4.4569694,-5.5378694,-4.5065037,-5.5874037
4004,Ga2STe+TeInGaSe-2,0.847,Direct,3.981,0.0746,0.5699,0.6919,0,2,-4.0874349,-4.9342349,-4.0425497,-4.8893497
4005,Ga2STe+TeInGaSe-3,0.735,Direct,3.973,0.0782,0.5575,0.6929,0.0009,2,-4.2739917,-5.0092917,-4.206273,-4.941573
4006,Ga2STe+SeGaAlS,1.491,Indirect,3.787,0.1954,0.1192,0.0001,0.7031,5,-4.011202,-5.502502,-4.0112637,-5.5025637
4007,Ga2STe+SeGaAlS-1,1.085,Indirect,3.784,0.2564,0.0141,0.0011,0.7035,2,-3.8638636,-4.9490636,-3.9506507,-5.0358507
4008,Ga2STe+SeGaAlS-2,1.679,Direct,3.799,0.0151,0.6155,0,0.7013,1,-3.8151752,-5.4937752,-3.7170863,-5.3956863
4009,Ga2STe+SeGaAlS-3,1.554,Indirect,3.795,0.2301,0.0622,0,0.702,5,-3.3809267,-4.9352267,-3.3812534,-4.9355534
4010,Ga2STe+SeGaAlTe,1.814,Direct,3.917,0.0875,0.5574,0.0142,0.6658,1,-4.2981976,-6.1119976,-4.2938626,-6.1076626
4011,Ga2STe+SeGaAlTe-1,1.648,Direct,3.92,0.3449,0.2701,0.0012,0.6818,5,-3.7538503,-5.4015503,-3.8817801,-5.5294801
4012,Ga2STe+SeGaAlTe-2,1.341,Indirect,3.921,0.0421,0.5881,0.4794,0.0935,2,-4.9094253,-6.2502253,-3.719809,-5.060609
